geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08031005001,"Census Tract 50.01, Denver, CO",2606,265,1290,199,1316,186,2175,318,983,206,1192,180,151,101,107,88,44,34,128,98,87,77,41,42,94,87,55,69,39,36,58,56,58,56,0,12
14000US08031005102,"Census Tract 51.02, Denver, CO",3729,453,2031,301,1698,234,3275,459,1738,289,1537,235,250,133,162,101,88,63,95,70,52,36,43,41,97,85,79,71,18,23,12,11,0,12,12,11
14000US08031005104,"Census Tract 51.04, Denver, CO",3915,570,1977,317,1938,335,3331,552,1704,304,1627,322,375,182,182,89,193,131,83,48,65,42,18,18,89,65,26,30,63,54,37,42,0,12,37,42
14000US08031005200,"Census Tract 52, Denver, CO",3615,531,1686,319,1929,339,3149,544,1477,334,1672,320,325,154,141,93,184,97,44,37,20,26,24,23,65,51,48,45,17,21,32,37,0,12,32,37
14000US08031005300,"Census Tract 53, Denver, CO",1707,295,845,172,862,188,1337,274,599,142,738,190,209,113,164,110,45,34,110,64,60,40,50,31,46,31,17,14,29,21,5,8,5,8,0,12
14000US08031005502,"Census Tract 55.02, Denver, CO",2011,299,1048,229,963,155,1529,276,764,205,765,137,137,98,75,81,62,46,297,120,172,85,125,68,48,43,37,40,11,16,0,12,0,12,0,12
14000US08031005503,"Census Tract 55.03, Denver, CO",5161,742,2270,356,2891,510,4656,729,1972,307,2684,515,94,73,29,33,65,46,255,113,159,96,96,54,148,144,102,86,46,70,8,13,8,13,0,17
14000US08031006701,"Census Tract 67.01, Denver, CO",4102,421,2299,301,1803,229,1949,281,1060,194,889,174,432,155,251,98,181,89,809,301,474,217,335,131,899,323,507,169,392,172,13,11,7,11,6,10
14000US08031006804,"Census Tract 68.04, Denver, CO",3050,287,1618,217,1432,181,2095,246,1102,189,993,158,247,126,135,73,112,66,419,190,262,137,157,79,260,105,119,60,141,74,29,33,0,12,29,33
14000US08031006810,"Census Tract 68.10, Denver, CO",6241,858,3087,490,3154,555,5253,797,2512,422,2741,518,386,382,213,239,173,160,426,181,283,145,143,96,138,111,68,94,70,67,38,44,11,17,27,33
14000US08031006812,"Census Tract 68.12, Denver, CO",4141,702,2018,413,2123,435,3172,480,1610,320,1562,342,166,98,99,65,67,50,491,411,251,255,240,180,190,196,16,22,174,192,122,188,42,65,80,123
14000US08031006813,"Census Tract 68.13, Denver, CO",4377,902,1809,542,2568,585,3504,975,1501,545,2003,537,215,200,90,102,125,111,451,222,148,139,303,190,171,174,42,60,129,160,36,45,28,44,8,12
14000US08031006814,"Census Tract 68.14, Denver, CO",4784,650,2279,386,2505,565,3865,749,1945,416,1920,492,660,510,185,136,475,384,83,117,0,12,83,117,176,214,149,168,27,51,0,12,0,12,0,12
14000US08031007006,"Census Tract 70.06, Denver, CO",4128,790,2240,445,1888,472,2342,625,1345,410,997,333,629,466,220,196,409,358,670,349,393,229,277,167,428,310,239,223,189,152,59,56,43,44,16,25
14000US08031007013,"Census Tract 70.13, Denver, CO",4239,810,1837,436,2402,474,3530,775,1577,411,1953,439,179,151,91,102,88,62,365,151,139,89,226,126,165,128,30,25,135,127,0,12,0,12,0,12
14000US08031007037,"Census Tract 70.37, Denver, CO",4529,995,2430,487,2099,722,3595,922,1865,399,1730,661,128,129,70,70,58,84,513,291,325,225,188,123,258,156,161,139,97,76,35,38,9,14,26,28
14000US08031007088,"Census Tract 70.88, Denver, CO",5168,810,2337,398,2831,611,3688,785,1745,403,1943,564,403,234,166,127,237,150,340,230,143,90,197,153,545,257,177,108,368,211,192,252,106,134,86,119
14000US08031008304,"Census Tract 83.04, Denver, CO",4074,930,2037,430,2037,580,3662,876,1825,399,1837,551,241,142,153,89,88,65,72,53,44,33,28,32,99,77,15,24,84,74,0,12,0,12,0,12
14000US08031008305,"Census Tract 83.05, Denver, CO",5646,1191,2849,576,2797,715,4999,1126,2550,539,2449,685,230,165,94,57,136,125,185,118,142,86,43,58,170,126,36,34,134,107,62,40,27,28,35,34
14000US08031008306,"Census Tract 83.06, Denver, CO",7017,1057,3774,603,3243,579,5743,920,3061,544,2682,510,398,266,294,215,104,73,348,164,190,105,158,90,424,405,218,242,206,186,104,124,11,15,93,120
14000US08031008312,"Census Tract 83.12, Denver, CO",7368,871,3667,533,3701,450,6537,940,3304,578,3233,447,198,146,122,123,76,67,363,277,172,118,191,178,188,249,69,78,119,180,82,118,0,17,82,118
14000US08031008386,"Census Tract 83.86, Denver, CO",4837,560,2460,349,2377,378,4358,651,2151,400,2207,402,17,33,17,33,0,12,380,306,241,178,139,135,61,66,30,38,31,47,21,61,21,61,0,12
14000US08031008387,"Census Tract 83.87, Denver, CO",7243,978,3610,482,3633,621,6976,1005,3436,493,3540,628,39,39,17,22,22,32,171,147,122,106,49,52,28,46,26,45,2,4,29,58,9,18,20,40
14000US08031008388,"Census Tract 83.88, Denver, CO",11123,1458,5312,800,5811,901,7881,1278,3807,732,4074,733,1619,806,798,390,821,471,962,534,359,230,603,377,609,387,320,270,289,169,52,78,28,42,24,36
14000US08031008389,"Census Tract 83.89, Denver, CO",13855,2365,6382,991,7473,1480,11739,2361,5391,999,6348,1472,812,404,445,233,367,205,722,391,343,212,379,223,479,234,203,118,276,149,103,103,0,19,103,103
14000US08031008390,"Census Tract 83.90, Denver, CO",9329,1143,4600,692,4729,661,7446,868,3546,465,3900,616,330,204,200,153,130,151,1337,815,683,414,654,453,216,153,171,144,45,69,0,17,0,17,0,17
14000US08031008391,"Census Tract 83.91, Denver, CO",7266,966,3722,668,3544,504,6603,971,3497,697,3106,429,141,190,44,53,97,139,252,210,129,113,123,105,258,192,52,65,206,152,12,21,0,17,12,21
14000US08031011902,"Census Tract 119.02, Denver, CO",5991,1110,2905,658,3086,700,4932,828,2275,535,2657,610,466,361,368,339,98,67,516,272,262,190,254,182,11,19,0,17,11,19,66,107,0,17,66,107
14000US08031011903,"Census Tract 119.03, Denver, CO",2564,309,1324,224,1240,168,2305,345,1147,232,1158,178,31,21,15,16,16,14,183,98,140,83,43,32,45,35,22,21,23,24,0,12,0,12,0,12
14000US08031012001,"Census Tract 120.01, Denver, CO",2116,332,1044,185,1072,202,2023,331,982,186,1041,201,25,27,25,27,0,12,68,46,37,36,31,24,0,12,0,12,0,12,0,12,0,12,0,12
14000US08031012010,"Census Tract 120.10, Denver, CO",5400,732,2350,441,3050,462,3910,664,1621,305,2289,412,262,197,101,89,161,134,850,539,437,385,413,257,360,222,191,132,169,125,18,28,0,17,18,28
14000US08031015300,"Census Tract 153, Denver, CO",3946,619,2298,556,1648,299,2986,620,1775,525,1211,282,296,155,202,115,94,70,541,237,264,122,277,182,123,100,57,50,66,68,0,12,0,12,0,12
14000US08031015400,"Census Tract 154, Denver, CO",5255,725,2208,333,3047,503,3895,478,1616,265,2279,317,384,187,169,111,215,108,691,467,227,149,464,335,253,131,164,101,89,66,32,33,32,33,0,17
14000US08031015500,"Census Tract 155, Denver, CO",3410,402,1754,294,1656,288,2126,376,1179,289,947,247,557,188,215,98,342,138,340,139,140,66,200,97,348,129,201,100,147,75,39,48,19,21,20,32
14000US08031015600,"Census Tract 156, Denver, CO",8652,1369,4724,952,3928,698,7973,1370,4417,944,3556,707,315,232,148,124,167,118,266,253,91,108,175,162,98,107,68,72,30,37,0,17,0,17,0,17
14000US08031015700,"Census Tract 157, Denver, CO",5998,1058,3416,866,2582,467,5052,957,2828,760,2224,440,516,415,367,400,149,85,319,204,160,99,159,150,53,45,48,39,5,11,58,95,13,22,45,73
14000US08031980100,"Census Tract 9801, Denver, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08033000100,"Census Tract 1, Dolores, CO",1865,210,1016,150,849,121,1766,208,980,150,786,118,10,17,3,6,7,12,15,10,5,9,10,11,74,70,28,27,46,44,0,12,0,12,0,12
14000US08035013904,"Census Tract 139.04, Douglas, CO",4183,528,2156,306,2027,306,3058,501,1540,293,1518,283,442,173,237,105,205,97,529,205,311,136,218,92,112,62,68,43,44,36,42,58,0,12,42,58
14000US08035013905,"Census Tract 139.05, Douglas, CO",4423,447,2019,259,2404,302,3191,455,1481,220,1710,292,294,144,160,85,134,88,589,270,247,148,342,167,287,171,131,93,156,85,62,83,0,12,62,83
14000US08035013907,"Census Tract 139.07, Douglas, CO",5849,685,2561,344,3288,457,4700,658,2014,304,2686,468,409,368,193,174,216,197,591,268,271,128,320,155,149,108,83,75,66,60,0,17,0,17,0,17
14000US08035013909,"Census Tract 139.09, Douglas, CO",5908,771,2834,412,3074,452,5475,798,2637,430,2838,456,141,154,61,85,80,79,87,138,66,105,21,33,181,172,70,81,111,108,24,38,0,17,24,38
14000US08035013910,"Census Tract 139.10, Douglas, CO",7670,768,4035,451,3635,443,6729,704,3461,396,3268,430,266,265,149,152,117,119,410,310,229,181,181,137,241,212,172,142,69,72,24,35,24,35,0,17
14000US08035013911,"Census Tract 139.11, Douglas, CO",7656,1122,3812,581,3844,634,6534,1063,3246,464,3288,669,667,537,391,317,276,255,188,161,104,87,84,83,267,219,71,67,196,203,0,17,0,17,0,17
14000US08035014005,"Census Tract 140.05, Douglas, CO",4855,461,2329,331,2526,244,4130,420,1931,307,2199,227,427,197,227,111,200,103,174,112,107,68,67,52,114,86,64,55,50,47,10,17,0,12,10,17
14000US08035014006,"Census Tract 140.06, Douglas, CO",6801,507,3419,316,3382,308,6059,509,3053,316,3006,291,293,175,153,98,140,91,225,177,75,56,150,131,186,139,124,94,62,51,38,49,14,19,24,31
14000US08035014007,"Census Tract 140.07, Douglas, CO",3570,433,1956,288,1614,242,2394,423,1283,276,1111,219,364,193,170,117,194,98,371,190,235,160,136,60,405,192,260,117,145,108,36,36,8,12,28,28
14000US08035014008,"Census Tract 140.08, Douglas, CO",9722,879,4773,527,4949,477,7655,749,3761,432,3894,420,712,345,332,205,380,201,835,498,461,308,374,211,491,309,219,154,272,177,29,49,0,17,29,49
14000US08035014009,"Census Tract 140.09, Douglas, CO",4222,615,2189,302,2033,365,3487,534,1845,279,1642,305,256,176,138,97,118,103,120,103,68,55,52,61,304,227,110,84,194,162,55,85,28,46,27,40
14000US08035014010,"Census Tract 140.10, Douglas, CO",6185,749,3234,511,2951,455,5158,737,2729,498,2429,401,397,235,129,96,268,178,197,141,157,107,40,50,399,218,185,115,214,166,34,47,34,47,0,17
14000US08035014011,"Census Tract 140.11, Douglas, CO",6187,664,3173,405,3014,363,4660,656,2468,415,2192,313,563,266,332,158,231,135,738,307,328,142,410,189,154,91,45,39,109,74,72,93,0,17,72,93
14000US08035014013,"Census Tract 140.13, Douglas, CO",8803,821,4197,447,4606,483,7285,726,3485,341,3800,467,607,253,299,134,308,135,464,295,240,179,224,165,447,259,173,115,274,153,0,17,0,17,0,17
14000US08035014107,"Census Tract 141.07, Douglas, CO",4074,518,1880,222,2194,369,3889,520,1800,232,2089,361,33,31,11,14,22,23,73,70,40,36,33,37,79,63,29,35,50,38,0,12,0,12,0,12
14000US08035014108,"Census Tract 141.08, Douglas, CO",5152,721,2469,384,2683,394,4849,727,2315,382,2534,398,85,87,32,34,53,53,138,75,74,50,64,41,80,64,48,47,32,33,0,17,0,17,0,17
14000US08035014109,"Census Tract 141.09, Douglas, CO",3116,453,1456,285,1660,239,2981,447,1359,280,1622,238,36,47,26,34,10,14,63,56,44,45,19,22,36,39,27,29,9,13,0,12,0,12,0,12
14000US08035014110,"Census Tract 141.10, Douglas, CO",5564,616,2985,465,2579,315,4221,550,2172,400,2049,289,327,199,146,91,181,137,320,204,161,122,159,108,532,378,381,292,151,104,164,226,125,184,39,46
14000US08035014112,"Census Tract 141.12, Douglas, CO",3719,301,1823,200,1896,201,3450,332,1651,202,1799,216,85,82,53,48,32,39,18,29,18,29,0,12,152,133,87,91,65,52,14,24,14,24,0,12
14000US08035014113,"Census Tract 141.13, Douglas, CO",3247,331,1738,216,1509,163,2951,334,1573,222,1378,154,174,105,91,55,83,60,54,36,32,25,22,20,62,68,36,37,26,31,6,9,6,9,0,12
14000US08035014114,"Census Tract 141.14, Douglas, CO",3418,370,1685,242,1733,222,2751,317,1335,213,1416,190,136,120,76,72,60,66,367,308,194,170,173,153,136,82,80,47,56,44,28,37,0,12,28,37
14000US08035014115,"Census Tract 141.15, Douglas, CO",4528,362,2172,208,2356,245,3614,452,1728,246,1886,262,434,178,219,126,215,129,336,227,155,100,181,146,144,80,70,41,74,49,0,12,0,12,0,12
14000US08035014116,"Census Tract 141.16, Douglas, CO",5196,484,2668,308,2528,397,3074,554,1652,344,1422,270,833,606,361,246,472,429,534,274,304,158,230,135,576,239,229,153,347,165,179,211,122,156,57,65
14000US08035014123,"Census Tract 141.23, Douglas, CO",4086,504,2238,351,1848,256,2973,485,1582,310,1391,241,430,175,254,119,176,88,309,148,190,104,119,81,374,200,212,126,162,95,0,12,0,12,0,12
14000US08035014124,"Census Tract 141.24, Douglas, CO",5691,587,2809,282,2882,394,5159,577,2485,287,2674,381,277,174,159,95,118,83,154,144,99,95,55,53,73,60,44,34,29,30,28,45,22,34,6,11
14000US08035014125,"Census Tract 141.25, Douglas, CO",5292,663,2649,368,2643,374,3891,553,1941,303,1950,311,653,311,264,139,389,201,505,222,355,193,150,77,243,126,89,63,154,87,0,17,0,17,0,17
14000US08035014126,"Census Tract 141.26, Douglas, CO",2244,382,974,150,1270,276,1709,395,680,144,1029,283,293,105,166,71,127,58,90,51,54,37,36,24,107,64,47,35,60,42,45,50,27,28,18,23
14000US08035014127,"Census Tract 141.27, Douglas, CO",5126,597,2550,337,2576,339,4472,571,2217,343,2255,307,572,403,295,190,277,219,59,50,34,33,25,27,15,19,4,6,11,17,8,12,0,17,8,12
14000US08035014128,"Census Tract 141.28, Douglas, CO",5193,766,2446,356,2747,497,4421,592,2150,353,2271,303,273,132,132,61,141,76,238,148,126,94,112,70,242,290,38,35,204,285,19,29,0,17,19,29
14000US08035014129,"Census Tract 141.29, Douglas, CO",3575,299,1786,199,1789,194,3256,309,1595,189,1661,194,98,94,54,47,44,52,193,114,117,82,76,53,28,28,20,22,8,14,0,12,0,12,0,12
14000US08035014130,"Census Tract 141.30, Douglas, CO",7353,977,3804,613,3549,432,6032,514,3035,328,2997,298,250,167,116,80,134,98,90,72,74,70,16,25,981,869,579,555,402,324,0,17,0,17,0,17
14000US08035014131,"Census Tract 141.31, Douglas, CO",5423,567,2770,395,2653,294,3560,424,1772,306,1788,219,604,231,330,142,274,130,745,453,374,278,371,199,429,185,233,107,196,87,85,79,61,58,24,30
14000US08035014132,"Census Tract 141.32, Douglas, CO",6707,605,3317,388,3390,295,6141,639,3070,402,3071,309,154,102,53,49,101,77,113,73,44,45,69,45,253,160,118,81,135,86,46,50,32,45,14,22
14000US08035014133,"Census Tract 141.33, Douglas, CO",6028,620,3080,364,2948,335,5496,662,2833,376,2663,355,325,245,170,138,155,113,179,156,72,82,107,94,28,38,5,10,23,37,0,17,0,17,0,17
14000US08035014134,"Census Tract 141.34, Douglas, CO",6381,631,3205,377,3176,363,5862,606,2968,360,2894,352,353,218,157,111,196,117,117,98,67,58,50,49,36,40,0,17,36,40,13,21,13,21,0,17
14000US08035014135,"Census Tract 141.35, Douglas, CO",5502,787,2846,544,2656,329,4858,791,2530,558,2328,305,290,134,133,78,157,78,61,51,24,29,37,28,270,249,136,128,134,131,23,19,23,19,0,17
14000US08035014138,"Census Tract 141.38, Douglas, CO",2973,310,1469,199,1504,215,1907,278,963,157,944,198,358,179,138,92,220,129,292,121,109,61,183,89,320,161,186,97,134,79,96,120,73,87,23,35
14000US08035014139,"Census Tract 141.39, Douglas, CO",3622,280,1754,185,1868,146,3345,280,1618,174,1727,149,38,42,19,23,19,20,193,103,91,58,102,59,20,23,12,19,8,14,26,30,14,22,12,18
14000US08035014140,"Census Tract 141.40, Douglas, CO",5716,488,2768,277,2948,304,4638,407,2155,235,2483,245,518,409,256,196,262,233,364,273,232,182,132,95,150,134,95,70,55,69,46,47,30,33,16,26
14000US08035014203,"Census Tract 142.03, Douglas, CO",5921,587,3006,342,2915,352,5468,569,2785,318,2683,355,72,107,38,56,34,51,226,237,129,134,97,104,117,94,54,46,63,50,38,60,0,17,38,60
14000US08035014300,"Census Tract 143, Douglas, CO",939,187,494,95,445,109,882,184,462,90,420,109,9,13,0,12,9,13,35,29,19,18,16,15,13,15,13,15,0,12,0,12,0,12,0,12
14000US08035014404,"Census Tract 144.04, Douglas, CO",2384,273,1187,169,1197,142,2140,265,1059,165,1081,137,137,91,82,64,55,36,84,60,34,23,50,44,15,22,8,11,7,11,8,15,4,8,4,7
14000US08035014405,"Census Tract 144.05, Douglas, CO",7183,728,3760,431,3423,417,6547,755,3421,453,3126,407,228,153,149,100,79,64,227,121,90,65,137,83,181,131,100,87,81,72,0,17,0,17,0,17
14000US08035014503,"Census Tract 145.03, Douglas, CO",5899,617,3297,430,2602,329,4638,552,2597,366,2041,295,380,201,198,122,182,111,434,241,273,189,161,94,422,248,204,148,218,142,25,37,25,37,0,17
14000US08035014504,"Census Tract 145.04, Douglas, CO",4624,433,1919,197,2705,346,4042,394,1650,185,2392,319,240,141,115,73,125,98,139,76,62,41,77,51,203,95,92,59,111,60,0,12,0,12,0,12
14000US08035014505,"Census Tract 145.05, Douglas, CO",5818,717,2861,396,2957,426,4325,697,2230,408,2095,421,1019,379,398,210,621,199,306,186,164,157,142,98,155,133,56,54,99,91,13,22,13,22,0,17
14000US08035014506,"Census Tract 145.06, Douglas, CO",5652,572,2503,297,3149,340,4492,536,1994,285,2498,303,316,156,147,82,169,83,288,259,130,127,158,139,556,219,232,107,324,139,0,17,0,17,0,17
14000US08035014602,"Census Tract 146.02, Douglas, CO",2375,230,1166,163,1209,111,2151,245,1038,155,1113,127,134,88,82,68,52,41,50,45,16,16,34,31,40,34,30,28,10,11,0,12,0,12,0,12
14000US08035014603,"Census Tract 146.03, Douglas, CO",7163,1377,3753,762,3410,688,6191,1450,3149,778,3042,735,639,454,406,295,233,167,144,119,79,63,65,62,109,101,39,44,70,64,80,61,80,61,0,17
14000US08035014604,"Census Tract 146.04, Douglas, CO",3932,394,1863,225,2069,231,3412,367,1626,222,1786,208,162,98,69,45,93,58,229,234,112,118,117,117,121,83,48,36,73,52,8,12,8,12,0,12
14000US08037000100,"Census Tract 1, Eagle, CO",1556,370,864,229,692,203,1440,371,793,221,647,205,0,12,0,12,0,12,65,79,42,56,23,27,51,42,29,29,22,23,0,12,0,12,0,12
14000US08037000200,"Census Tract 2, Eagle, CO",7097,98,3498,455,3599,448,5719,697,2811,479,2908,563,659,513,405,338,254,239,519,489,125,136,394,369,200,163,157,145,43,41,0,17,0,17,0,17
14000US08037000301,"Census Tract 3.01, Eagle, CO",6499,759,3948,620,2551,384,5414,708,3177,505,2237,338,271,174,245,146,26,46,315,255,215,213,100,104,362,331,174,215,188,162,137,174,137,174,0,17
14000US08037000302,"Census Tract 3.02, Eagle, CO",2698,563,1404,379,1294,274,2333,551,1241,377,1092,266,5,8,0,12,5,8,290,165,122,76,168,136,32,45,10,15,22,32,38,53,31,43,7,11
14000US08037000401,"Census Tract 4.01, Eagle, CO",4022,669,1976,384,2046,416,3749,670,1849,382,1900,419,91,107,55,69,36,41,182,138,72,90,110,75,0,12,0,12,0,12,0,12,0,12,0,12
14000US08037000402,"Census Tract 4.02, Eagle, CO",5111,724,2952,503,2159,398,4423,644,2540,433,1883,364,359,207,198,129,161,122,43,47,35,43,8,14,171,119,64,53,107,81,115,149,115,149,0,17
14000US08037000501,"Census Tract 5.01, Eagle, CO",1113,328,646,243,467,136,766,245,352,125,414,130,22,36,10,17,12,20,0,12,0,12,0,12,294,207,253,199,41,39,31,50,31,50,0,12
14000US08037000502,"Census Tract 5.02, Eagle, CO",4788,624,2502,532,2286,406,3546,506,1655,354,1891,349,457,332,313,244,144,142,442,308,311,207,131,151,260,149,204,162,56,50,83,113,19,31,64,109
14000US08037000600,"Census Tract 6, Eagle, CO",1464,325,724,186,740,186,1181,289,571,166,610,167,132,83,82,47,50,53,77,56,43,30,34,32,61,52,21,32,40,40,13,15,7,8,6,8
14000US08037000701,"Census Tract 7.01, Eagle, CO",1867,361,1023,265,844,185,1318,322,747,227,571,169,259,193,68,76,191,141,141,112,127,109,14,19,126,60,81,45,45,44,23,34,0,12,23,34
14000US08037000702,"Census Tract 7.02, Eagle, CO",1413,249,660,148,753,150,1205,231,548,132,657,134,88,52,37,32,51,40,41,32,28,22,13,15,31,31,22,26,9,16,48,42,25,32,23,18
14000US08037000703,"Census Tract 7.03, Eagle, CO",2609,359,1438,242,1171,203,2301,361,1292,236,1009,201,96,92,27,29,69,71,131,88,52,52,79,56,43,57,41,55,2,5,38,49,26,48,12,18
14000US08039961100,"Census Tract 9611, Elbert, CO",2153,331,1134,172,1019,196,1816,262,1027,173,789,118,92,82,21,18,71,77,244,127,86,41,158,111,1,4,0,12,1,4,0,12,0,12,0,12
14000US08039961204,"Census Tract 9612.04, Elbert, CO",7876,739,4015,406,3861,439,6902,748,3544,433,3358,413,88,110,66,80,22,33,812,360,387,150,425,242,55,53,18,30,37,41,19,31,0,17,19,31
14000US08039961205,"Census Tract 9612.05, Elbert, CO",2125,267,1115,131,1010,166,1910,271,995,137,915,167,28,32,11,12,17,21,174,101,103,65,71,42,13,13,6,7,7,9,0,12,0,12,0,12
14000US08039961206,"Census Tract 9612.06, Elbert, CO",3595,435,1720,261,1875,245,3002,375,1440,203,1562,238,41,55,0,12,41,55,446,287,248,205,198,124,67,87,19,31,48,59,39,39,13,20,26,33
14000US08039961207,"Census Tract 9612.07, Elbert, CO",4178,496,2143,267,2035,307,3668,529,1875,283,1793,313,76,57,51,51,25,23,356,207,180,95,176,125,78,55,37,33,41,31,0,12,0,12,0,12
14000US08039961208,"Census Tract 9612.08, Elbert, CO",4013,347,1929,214,2084,233,3466,336,1650,190,1816,218,28,35,28,35,0,12,438,190,204,135,234,111,81,103,47,61,34,44,0,12,0,12,0,12
14000US08039961209,"Census Tract 9612.09, Elbert, CO",2069,231,1059,132,1010,144,1852,230,947,129,905,143,59,39,23,18,36,37,130,69,66,44,64,36,28,34,23,33,5,7,0,12,0,12,0,12
14000US08041000102,"Census Tract 1.02, El Paso, CO",3512,503,1654,250,1858,312,2937,401,1336,194,1601,267,445,373,222,173,223,207,64,54,58,50,6,11,66,69,38,37,28,39,0,12,0,12,0,12
14000US08041000202,"Census Tract 2.02, El Paso, CO",4345,475,2324,302,2021,263,3568,475,1875,278,1693,256,518,151,320,118,198,73,68,54,33,33,35,43,170,90,75,58,95,57,21,23,21,23,0,12
14000US08041000203,"Census Tract 2.03, El Paso, CO",4356,742,1990,277,2366,738,3268,594,1551,248,1717,568,633,223,282,117,351,180,188,170,54,63,134,155,239,99,83,53,156,87,28,34,20,24,8,13
14000US08041000301,"Census Tract 3.01, El Paso, CO",3606,626,1757,345,1849,385,2551,396,1155,257,1396,247,423,218,297,177,126,69,41,36,27,27,14,23,574,519,261,218,313,305,17,26,17,26,0,12
14000US08041000302,"Census Tract 3.02, El Paso, CO",4757,562,2538,407,2219,314,3368,625,1762,374,1606,325,635,210,396,140,239,109,434,244,243,151,191,167,299,190,129,79,170,136,21,26,8,17,13,20
14000US08041000400,"Census Tract 4, El Paso, CO",2287,284,1086,170,1201,197,1943,266,906,164,1037,175,225,110,129,63,96,63,12,28,0,12,12,28,107,84,51,49,56,40,0,12,0,12,0,12
